Grado,Apellido Paterno,Apellido Materno,Nombre,Nivel,Institución de Adscripción,Área del Conocimiento
DR.,YAHIA,KAZUZ,ELHADI,3,UNIVERSIDAD AUTONOMA DE QUERETARO,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR.,MARTINEZ,PENICHE,RAMON ALVAR,2,UNIVERSIDAD AUTONOMA DE QUERETARO,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR.,GUEVARA,GONZALEZ,RAMON GERARDO,3,UNIVERSIDAD AUTONOMA DE QUERETARO,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR.,JONES,sin apellido Materno,ROBERT WALLACE,2,UNIVERSIDAD AUTONOMA DE QUERETARO,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DRA.,REIS,DE SOUZA,TERCIA CESARIA,1,UNIVERSIDAD AUTONOMA DE QUERETARO,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR.,LOPEZ,GONZALEZ,CARLOS ALBERTO,2,UNIVERSIDAD AUTONOMA DE QUERETARO,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DRA.,MENDOZA,DIAZ,SANDRA OLIMPIA,2,UNIVERSIDAD AUTONOMA DE QUERETARO,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR.,REYNOSO,CAMACHO,ROSALIA,2,UNIVERSIDAD AUTONOMA DE QUERETARO,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR.,GUEVARA,ESCOBAR,AURELIO,1,UNIVERSIDAD AUTONOMA DE QUERETARO,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR.,MOSQUEDA,GUALITO,JUAN JOEL,2,UNIVERSIDAD AUTONOMA DE QUERETARO,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR.,GRACIDA,RODRIGUEZ,JORGE NOEL,1,UNIVERSIDAD AUTONOMA DE QUERETARO,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DRA.,RAMOS,GOMEZ,MINERVA,1,UNIVERSIDAD AUTONOMA DE QUERETARO,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DRA.,HERNANDEZ,ITURRIAGA,MONTSERRAT,1,UNIVERSIDAD AUTONOMA DE QUERETARO,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR.,VERA,AVILA,HECTOR RAYMUNDO,1,UNIVERSIDAD AUTONOMA DE QUERETARO,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DRA.,GARCIA,ALMENDAREZ,BLANCA ESTELA,1,UNIVERSIDAD AUTONOMA DE QUERETARO,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DRA.,AMAYA,LLANO,SILVIA LORENA,2,UNIVERSIDAD AUTONOMA DE QUERETARO,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DRA.,ARVIZU,MEDRANO,SOFIA MARIA,1,UNIVERSIDAD AUTONOMA DE QUERETARO,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DRA.,OCAMPO,VELAZQUEZ,ROSALIA VIRGINIA,1,UNIVERSIDAD AUTONOMA DE QUERETARO,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DRA.,ACEVEDO,WHITEHOUSE,KARINA ALETHYA,2,UNIVERSIDAD AUTONOMA DE QUERETARO,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR.,PACHECO,AGUILAR,JUAN RAMIRO,1,UNIVERSIDAD AUTONOMA DE QUERETARO,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DRA.,FEREGRINO,PEREZ,ANA ANGELICA,1,UNIVERSIDAD AUTONOMA DE QUERETARO,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR.,RAMOS,LOPEZ,MIGUEL ANGEL,1,UNIVERSIDAD AUTONOMA DE QUERETARO,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR.,CAMBRON,SANDOVAL,VICTOR HUGO,1,UNIVERSIDAD AUTONOMA DE QUERETARO,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR.,QUINTANILLA,GUERRERO,J. FRANCISCO,1,UNIVERSIDAD AUTONOMA DE QUERETARO,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DRA.,CAMPOS,VEGA,ROCIO,1,UNIVERSIDAD AUTONOMA DE QUERETARO,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DRA.,RIVERA,PASTRANA,DULCE MARIA,1,UNIVERSIDAD AUTONOMA DE QUERETARO,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR.,PINEDA,LOPEZ,RUBEN,1,UNIVERSIDAD AUTONOMA DE QUERETARO,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR.,AMARO,REYES,ALDO,1,UNIVERSIDAD AUTONOMA DE QUERETARO,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR.,LANDEROS,JAIME,FIDEL,C,UNIVERSIDAD AUTONOMA DE QUERETARO,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR.,CARRILLO,ANGELES,ISRAEL GUSTAVO,C,UNIVERSIDAD AUTONOMA DE QUERETARO,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR.,NAVA,MORALES,GERARDO MANUEL,1,UNIVERSIDAD AUTONOMA DE QUERETARO,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR.,SOTO,CORREA,JOSE CARMEN,C,UNIVERSIDAD AUTONOMA DE QUERETARO,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR.,GARCIA,TREJO,JUAN FERNANDO,1,UNIVERSIDAD AUTONOMA DE QUERETARO,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR.,TOVAR,PEREZ,ERIK GUSTAVO,C,UNIVERSIDAD AUTONOMA DE QUERETARO,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DRA.,ESCAMILLA,GARCIA,MONSERRAT,C,UNIVERSIDAD AUTONOMA DE QUERETARO,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DRA.,SOTO,MUÑOZ,LOURDES,C,UNIVERSIDAD AUTONOMA DE QUERETARO,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DRA.,QUEIJEIRO,BOLAÑOS,MONICA ELISA,1,UNIVERSIDAD AUTONOMA DE QUERETARO,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DRA.,PALMERIN,CARREÑO,DULCE MARIA,C,UNIVERSIDAD AUTONOMA DE QUERETARO,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR.,RICO,RODRIGUEZ,MIGUEL ANGEL,C,UNIVERSIDAD AUTONOMA DE QUERETARO,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR.,GOMAA,sin apellido Materno,RAAFAT MAHMOUD MOHAMED,C,UNIVERSIDAD AUTONOMA DE QUERETARO,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DRA.,DURAN,AGUILAR,MARINA,C,UNIVERSIDAD AUTONOMA DE QUERETARO,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DRA.,CRUZ,ALDACO,KARINA,C,UNIVERSIDAD AUTONOMA DE QUERETARO,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DRA.,PEREZ,RAMIREZ,IZA FERNANDA,1,UNIVERSIDAD AUTONOMA DE QUERETARO,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR.,AVILA,JUAREZ,LUCIANO,1,UNIVERSIDAD AUTONOMA DE QUERETARO,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DRA.,CERVANTES,JIMENEZ,MONICA,C,UNIVERSIDAD AUTONOMA DE QUERETARO,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DRA.,VELEZ,RIVERA,NAYELI,C,UNIVERSIDAD AUTONOMA DE QUERETARO,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR.,VERA,MORALES,JUAN MANUEL,C,UNIVERSIDAD AUTONOMA DE QUERETARO,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR.,GALINDO,CACERES,LUIS JESUS,2,UNIVERSIDAD AUTONOMA DE QUERETARO,Área V: CIENCIAS SOCIALES
DRA.,GONZALEZ,GOMEZ,CARMEN IMELDA,1,UNIVERSIDAD AUTONOMA DE QUERETARO,Área V: CIENCIAS SOCIALES
DR.,HIERNAUX,NICOLAS,DANIEL ARTHUR JACQUES GHI,3,UNIVERSIDAD AUTONOMA DE QUERETARO,Área V: CIENCIAS SOCIALES
DRA.,SCHMUKLER,sin apellido Materno,BEATRIZ ELBA,3,UNIVERSIDAD AUTONOMA DE QUERETARO,Área V: CIENCIAS SOCIALES
DR.,GANDLER,sin apellido Materno,STEFAN JOSEF,3,UNIVERSIDAD AUTONOMA DE QUERETARO,Área V: CIENCIAS SOCIALES
DRA.,PONS,BONALS,LETICIA,1,UNIVERSIDAD AUTONOMA DE QUERETARO,Área V: CIENCIAS SOCIALES
DR.,BANDA,ORTIZ,HUMBERTO,1,UNIVERSIDAD AUTONOMA DE QUERETARO,Área V: CIENCIAS SOCIALES
DR.,BARRERA,BASSOLS,NARCISO,2,UNIVERSIDAD AUTONOMA DE QUERETARO,Área V: CIENCIAS SOCIALES
DR.,SARSFIELD,ESCOBAR,RODOLFO PATRICIO,1,UNIVERSIDAD AUTONOMA DE QUERETARO,Área V: CIENCIAS SOCIALES
DR.,FLORES,CRESPO,PEDRO ALEJANDRO,2,UNIVERSIDAD AUTONOMA DE QUERETARO,Área V: CIENCIAS SOCIALES
DRA.,LARA,GOMEZ,GRACIELA,1,UNIVERSIDAD AUTONOMA DE QUERETARO,Área V: CIENCIAS SOCIALES
DRA.,URBIOLA,SOLIS,ALEJANDRA ELIZABETH,1,UNIVERSIDAD AUTONOMA DE QUERETARO,Área V: CIENCIAS SOCIALES
DRA.,HIRSCH,sin apellido Materno,JULIA,2,UNIVERSIDAD AUTONOMA DE QUERETARO,Área V: CIENCIAS SOCIALES
DR.,CABELLO,CERVANTES,LEON MARTIN,1,UNIVERSIDAD AUTONOMA DE QUERETARO,Área V: CIENCIAS SOCIALES
DR.,RABELL,GARCIA,ENRIQUE,1,UNIVERSIDAD AUTONOMA DE QUERETARO,Área V: CIENCIAS SOCIALES
DRA.,HERRERA,AGUILAR,MIRIAM,1,UNIVERSIDAD AUTONOMA DE QUERETARO,Área V: CIENCIAS SOCIALES
DR.,KATO,VIDAL,ENRIQUE LEONARDO,1,UNIVERSIDAD AUTONOMA DE QUERETARO,Área V: CIENCIAS SOCIALES
DRA.,BELLO,GALLARDO,NOHEMI,1,UNIVERSIDAD AUTONOMA DE QUERETARO,Área V: CIENCIAS SOCIALES
DRA.,GOMEZ,HERNANDEZ,DENISE,2,UNIVERSIDAD AUTONOMA DE QUERETARO,Área V: CIENCIAS SOCIALES
DR.,OBREGON,BIOSCA,SAUL ANTONIO,2,UNIVERSIDAD AUTONOMA DE QUERETARO,Área V: CIENCIAS SOCIALES
DR.,PASTRANA,PALMA,ALBERTO DE JESUS,1,UNIVERSIDAD AUTONOMA DE QUERETARO,Área V: CIENCIAS SOCIALES
DR.,ESPINO,SANCHEZ,GERMAN,2,UNIVERSIDAD AUTONOMA DE QUERETARO,Área V: CIENCIAS SOCIALES
DRA.,TERVEN,SALINAS,ADRIANA,1,UNIVERSIDAD AUTONOMA DE QUERETARO,Área V: CIENCIAS SOCIALES
DR.,COVARRUBIAS,GONZALEZ,ISRAEL,2,UNIVERSIDAD AUTONOMA DE QUERETARO,Área V: CIENCIAS SOCIALES
DRA.,MORGAN,BELTRAN,JOSEFINA,1,UNIVERSIDAD AUTONOMA DE QUERETARO,Área V: CIENCIAS SOCIALES
DR.,BELMONT,CORTES,EDGAR ISRAEL,1,UNIVERSIDAD AUTONOMA DE QUERETARO,Área V: CIENCIAS SOCIALES
DRA.,MEZA,DE LUNA,MARIA ELENA,1,UNIVERSIDAD AUTONOMA DE QUERETARO,Área V: CIENCIAS SOCIALES
DRA.,OSORIO,FRANCO,LORENA ERIKA,1,UNIVERSIDAD AUTONOMA DE QUERETARO,Área V: CIENCIAS SOCIALES
DRA.,HERNANDEZ,PEREZ,AMANDA,C,UNIVERSIDAD AUTONOMA DE QUERETARO,Área V: CIENCIAS SOCIALES
DR.,HURTADO,MALDONADO,JESUS,C,UNIVERSIDAD AUTONOMA DE QUERETARO,Área V: CIENCIAS SOCIALES
DR.,SALINAS,GARCIA,ROLANDO JAVIER,1,UNIVERSIDAD AUTONOMA DE QUERETARO,Área V: CIENCIAS SOCIALES
DR.,AVENDAÑO,GONZALEZ,LUIS EUSEBIO ALBERTO,1,UNIVERSIDAD AUTONOMA DE QUERETARO,Área V: CIENCIAS SOCIALES
DRA.,NETTEL,BARRERA,ALINA DEL CARMEN,C,UNIVERSIDAD AUTONOMA DE QUERETARO,Área V: CIENCIAS SOCIALES
DR.,LARA,GUEVARA,ALBERTO,C,UNIVERSIDAD AUTONOMA DE QUERETARO,Área V: CIENCIAS SOCIALES
DR.,HERNANDEZ,GUERRERO,JUAN ALFREDO,1,UNIVERSIDAD AUTONOMA DE QUERETARO,Área V: CIENCIAS SOCIALES
DR.,CHAVEZ,MORALES,UBALDO,1,UNIVERSIDAD AUTONOMA DE QUERETARO,Área V: CIENCIAS SOCIALES
DR.,RASCADO,PEREZ,JAVIER,1,UNIVERSIDAD AUTONOMA DE QUERETARO,Área V: CIENCIAS SOCIALES
DRA.,CORTES,ALVAREZ,YOLANDA,C,UNIVERSIDAD AUTONOMA DE QUERETARO,Área V: CIENCIAS SOCIALES
DR.,ROMERO,ZEPEDA,JORGE ADAN,C,UNIVERSIDAD AUTONOMA DE QUERETARO,Área V: CIENCIAS SOCIALES
DRA.,MORALES,GOMEZ,CLAUDIA ABIGAIL,C,UNIVERSIDAD AUTONOMA DE QUERETARO,Área V: CIENCIAS SOCIALES
DR.,RUIZ,CANIZALES,RAUL,C,UNIVERSIDAD AUTONOMA DE QUERETARO,Área V: CIENCIAS SOCIALES
DR.,PEREZ,SOSA,FELIPE ABELARDO,C,UNIVERSIDAD AUTONOMA DE QUERETARO,Área V: CIENCIAS SOCIALES
DR.,CORRAL,VELAZQUEZ,GABRIEL ALFONSO,C,UNIVERSIDAD AUTONOMA DE QUERETARO,Área V: CIENCIAS SOCIALES
DR.,DEMMLER,sin apellido Materno,MICHAEL,C,UNIVERSIDAD AUTONOMA DE QUERETARO,Área V: CIENCIAS SOCIALES
DRA.,GONZALEZ,JUAREZ,MARJA TERESITA,1,UNIVERSIDAD AUTONOMA DE QUERETARO,Área V: CIENCIAS SOCIALES
DRA.,MARISCAL,URETA,KARLA ELIZABETH,1,UNIVERSIDAD AUTONOMA DE QUERETARO,Área V: CIENCIAS SOCIALES
DRA.,URIBE,PINEDA,CANDI,C,UNIVERSIDAD AUTONOMA DE QUERETARO,Área V: CIENCIAS SOCIALES
DRA.,PEÑA,ESTRADA,CLAUDIA CINTYA,C,UNIVERSIDAD AUTONOMA DE QUERETARO,Área V: CIENCIAS SOCIALES
DR.,ROJAS,NAVARRETE,DANIEL,C,UNIVERSIDAD AUTONOMA DE QUERETARO,Área V: CIENCIAS SOCIALES
DR.,SOLORIO,SANTIAGO,EDUARDO,C,UNIVERSIDAD AUTONOMA DE QUERETARO,Área V: CIENCIAS SOCIALES
DRA.,ROSILLO,PANTOJA,IZARELLY,C,UNIVERSIDAD AUTONOMA DE QUERETARO,Área V: CIENCIAS SOCIALES
DR.,GUTIERREZ,SANCHEZ,HECTOR,C,UNIVERSIDAD AUTONOMA DE QUERETARO,Área V: CIENCIAS SOCIALES
DRA.,GUERRERO,RAMIREZ,SANDRA LUZ,C,UNIVERSIDAD AUTONOMA DE QUERETARO,Área V: CIENCIAS SOCIALES
DRA.,AGUADO,ROMERO,GABRIELA,C,UNIVERSIDAD AUTONOMA DE QUERETARO,Área V: CIENCIAS SOCIALES
DR.,MORA,MURO,JESUS IVAN,C,UNIVERSIDAD AUTONOMA DE QUERETARO,Área V: CIENCIAS SOCIALES
DR.,HATCH,KURI,GONZALO,C,UNIVERSIDAD AUTONOMA DE QUERETARO,Área V: CIENCIAS SOCIALES
DRA.,HERNANDEZ,LOPEZ,MA SANDRA,C,UNIVERSIDAD AUTONOMA DE QUERETARO,Área V: CIENCIAS SOCIALES
DR.,CASTAÑO,TOSTADO,EDUARDO,2,UNIVERSIDAD AUTONOMA DE QUERETARO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,BLANCARTE,SUAREZ,HERMINIO,1,UNIVERSIDAD AUTONOMA DE QUERETARO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DRA.,LOPEZ,LARA,TERESA,1,UNIVERSIDAD AUTONOMA DE QUERETARO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,VELAZQUEZ,CASTILLO,RODRIGO RAFAEL,2,UNIVERSIDAD AUTONOMA DE QUERETARO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,GONZALEZ,SOSA,ENRIQUE,1,UNIVERSIDAD AUTONOMA DE QUERETARO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DRA.,KHMELNYTSKAYA,GERASIMOVA,KIRA,1,UNIVERSIDAD AUTONOMA DE QUERETARO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,CORNEJO,PEREZ,OCTAVIO,1,UNIVERSIDAD AUTONOMA DE QUERETARO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,SANTOS,CRUZ,JOSE,2,UNIVERSIDAD AUTONOMA DE QUERETARO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,JERONIMO,CASTRO,JESUS,1,UNIVERSIDAD AUTONOMA DE QUERETARO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DRA.,GOMEZ,HERRERA,MARIA LUCERO,1,UNIVERSIDAD AUTONOMA DE QUERETARO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DRA.,MAYEN,HERNANDEZ,SANDRA ANDREA,1,UNIVERSIDAD AUTONOMA DE QUERETARO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,LOPEZ,CALZADA,GABRIEL,1,UNIVERSIDAD AUTONOMA DE QUERETARO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DRA.,ESQUIVEL,ESCALANTE,KAREN,1,UNIVERSIDAD AUTONOMA DE QUERETARO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,CHAVEZ,ALEGRIA,OMAR,1,UNIVERSIDAD AUTONOMA DE QUERETARO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,HUET,SOTO,ADOLFO,1,UNIVERSIDAD AUTONOMA DE QUERETARO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,DE MOURE,FLORES,FRANCISCO JAVIER,1,UNIVERSIDAD AUTONOMA DE QUERETARO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,ALVAREZ,MARTINEZ,ROBERTO CARLOS,C,UNIVERSIDAD AUTONOMA DE QUERETARO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,JIMENEZ,LOPEZ,FRANCISCO GERARDO,1,UNIVERSIDAD AUTONOMA DE QUERETARO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,TREJO,ALONSO,JOSUE DE JESUS,C,UNIVERSIDAD AUTONOMA DE QUERETARO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,ESTALA,ARIAS,SAMUEL,C,UNIVERSIDAD AUTONOMA DE QUERETARO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,CERVANTES,CONTRERAS,ALDRIN MELITON,C,UNIVERSIDAD AUTONOMA DE QUERETARO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,HERNANDEZ,ALMADA,ALBERTO,C,UNIVERSIDAD AUTONOMA DE QUERETARO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,RIOS,VERA,RAFAEL MANUEL,C,UNIVERSIDAD AUTONOMA DE QUERETARO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DRA.,PEREZ,GARCIA,CLAUDIA ELENA,C,UNIVERSIDAD AUTONOMA DE QUERETARO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,RESENDIZ,LOPEZ,EDER,C,UNIVERSIDAD AUTONOMA DE QUERETARO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,LOPEZ,MIRANDA,JOSE ALONSO,C,UNIVERSIDAD AUTONOMA DE QUERETARO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DRA.,DIEZ MARTINEZ,DAY,MARIA EVELYN,2,UNIVERSIDAD AUTONOMA DE QUERETARO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,MOYANO,Y PAHISSA,ANGELA CARMEN,2,UNIVERSIDAD AUTONOMA DE QUERETARO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,GUTIERREZ,GRAGEDA,BLANCA ESTELA,2,UNIVERSIDAD AUTONOMA DE QUERETARO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,MEYER,COSIO,FRANCISCO JAVIER,1,UNIVERSIDAD AUTONOMA DE QUERETARO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,JACKSON,LEMBARK,DONNA TERRY,2,UNIVERSIDAD AUTONOMA DE QUERETARO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,HEKKING,sin apellido Materno,EWALD FERDINAND RUDOLF,2,UNIVERSIDAD AUTONOMA DE QUERETARO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,GONZALEZ,CARBAJAL,JOSE LUIS,1,UNIVERSIDAD AUTONOMA DE QUERETARO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,ESTEBAN,CLOQUELL,JOSE MIGUEL,2,UNIVERSIDAD AUTONOMA DE QUERETARO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,IBARRA,RIVAS,LUIS RODOLFO,1,UNIVERSIDAD AUTONOMA DE QUERETARO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,GIMENEZ,GATTO,FABIAN,1,UNIVERSIDAD AUTONOMA DE QUERETARO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,ALVARADO,CASTELLANOS,MONICA,1,UNIVERSIDAD AUTONOMA DE QUERETARO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,LEPE,LIRA,LUZ MARIA,1,UNIVERSIDAD AUTONOMA DE QUERETARO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,LANDA,FONSECA,CECILIA DEL SOCORRO,1,UNIVERSIDAD AUTONOMA DE QUERETARO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,MORENO,ROMO,JUAN CARLOS,1,UNIVERSIDAD AUTONOMA DE QUERETARO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,LOPEZ,sin apellido Materno,CECILIA MARIA TERESA,1,UNIVERSIDAD AUTONOMA DE QUERETARO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,OCHOA,CERVANTES,AZUCENA DE LA CONCEPCION,1,UNIVERSIDAD AUTONOMA DE QUERETARO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,AVILA,JUAREZ,JOSE OSCAR,1,UNIVERSIDAD AUTONOMA DE QUERETARO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,GONZALEZ,DE LUNA,EDUARDO MANUEL,1,UNIVERSIDAD AUTONOMA DE QUERETARO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,RODRIGUEZ,S,IGNACIO,1,UNIVERSIDAD AUTONOMA DE QUERETARO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,ALARCON,NEVE,LUISA JOSEFINA,1,UNIVERSIDAD AUTONOMA DE QUERETARO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,BELLORO,sin apellido Materno,VALERIA ANDREA,1,UNIVERSIDAD AUTONOMA DE QUERETARO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,ARGUELLES,FERNANDEZ,GERARDO,1,UNIVERSIDAD AUTONOMA DE QUERETARO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,SOLIS,HERNANDEZ,OLIVA,1,UNIVERSIDAD AUTONOMA DE QUERETARO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,VAZQUEZ,ESTRADA,DAVID ALEJANDRO,1,UNIVERSIDAD AUTONOMA DE QUERETARO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,CARRILLO,JUAREZ,CARMEN DOLORES,1,UNIVERSIDAD AUTONOMA DE QUERETARO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,BAUTISTA,BOTELLO,MA. ESTER,1,UNIVERSIDAD AUTONOMA DE QUERETARO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,ARELLANO,RODRIGUEZ,JOSE SALVADOR,1,UNIVERSIDAD AUTONOMA DE QUERETARO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,KEFERSTEIN,CABALLERO,LUTZ ALEXANDER,C,UNIVERSIDAD AUTONOMA DE QUERETARO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,MEDELLIN,GOMEZ,ADRIANA,C,UNIVERSIDAD AUTONOMA DE QUERETARO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,HESS,ZIMMERMANN,KARINA,1,UNIVERSIDAD AUTONOMA DE QUERETARO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,ANDRADE,CAZARES,ROCIO ADELA,C,UNIVERSIDAD AUTONOMA DE QUERETARO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,DE LA MORA,GUTIERREZ,JULIANA,C,UNIVERSIDAD AUTONOMA DE QUERETARO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,AVILA,BARBA,MAURICIO,1,UNIVERSIDAD AUTONOMA DE QUERETARO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
